Hotel Cavendish, Cleaningless they forgot to clean our room Breakfast hey have a very poor breakfast on the coffe was good 
Hotel Cavendish, This definitely not a four star hotel We stayed on campsites that were cleaner and safer than this hotel Our room was tiny and had mould all over the wall the window was broken and open to a construction structure that is holding the building from collapsing The tiles in the room bathroom were broken with gaps in the floor We felt very itchy when we were in the room and had bad allergies very dusty and dirty room Staff were incredibly rude and are mainly backpackers or recent arrivals to the UK who completely miss the point of customer service We had an instance where we required assistance in our room and staff just hang up the phone on us 3 times for simply asking whether the hotel provides shampoo and body wash After multiple calls we were informed they forgot to order any usually I ll be ok with this but not sure why they hang up in our face We had to walk through the kitchen area to get to our room which feels like an worn out tiny attic Staff were very noise because of gaps in the kitchen ceiling we could hear them speak at random hours at night very loudly They also wake up early for their shift and have random chats outside our door I m shocked that Booking com doesn t verify descriptions and hotel ratings provided and allow a hotel like this to advertise a 4 5 star rating Highly upsetting and concerning 
Hotel Cavendish, Frankly the single en suite room was insulting for the price charged The window would not open the cords on the pulley system had been severed and the room was only as wide as the length of a single bed There was hardly room to swing a cat in it I complained to reception about the window and was moved to another single room where the window did open but only because toilet roll was wedged beneath the window to create an opening I was put in a different room for my final second night to compensate which was a much more spacious triple room 
Hotel Cavendish, Very dirty the carpets stinks a holiday caravan have bigger toilets and shawers very noice imposible to sleep due to the noice smell and especially the bed was horrendous the patio which you can see from the bedroom window looks like a rubbish storage I travel very often around the world for business and pleasure this hotel is by far the worst hotel ever have the misfortune to visit I will never recommend to any one my night in this hotel was a TORTURE 
Hotel Cavendish, Bed was uncomfortable tiles on bathroom floor were loose and cracked this place definitely needs refurbishing no teaspoon in room and twice had to ask for milk in room 
Hotel Cavendish, I had trouble with the t v When I alerted staff that the remote wasn t working they didn t fix it They said they would but didn t they left the remote sitting there without any batteries I was able to get one channel by using the knobs on the t v itself but had to stand on the bed to reach them Not very satisfactory I asked staff to book me a taxi but they booked a car service which was much more expensive I didn t realize it was a car service until it showed up They did get me to confirm the price and I knew I was paying far too much but I tend not to argue or negotiate I feel vulnerable when I have to catch a plane and need transportation to get to the airport or train station This is a small thing but I was in Paris prior to going to London and I was able to get ice from the staff in reception at two different hotels Ice at Hotel Cavendish was definitely not to be had It s very North American of me to want ice but there you go I do 
Hotel Cavendish, The bathroom was very smelly No smoke detector Could do with a redecorate On check in and check out no staff in reception 
Hotel Cavendish, Unfortunately the weather was a little poor within our stay but there is not a lot that can be done about that 
Hotel Cavendish, Rooms The hotel is very small so they had to use up every space possible Our first night they put us at the LG1 bigger room but it was right next to the kitchen it was loud by 5am The bed was extremely firm The next day they moved us to a bigger room than what we would ve gotten originally G1 which was a lot quieter away from the kitchen n the streets But the bed was very small little bit smaller than double but better firm wise than the LG1 It worked out great for us because I like to snuggle to my husband anyway Our neighbors was loud in leaving in the morning slamming their door The rooms have no A C so we had to keep our windows open to let the cool air come in Fortunately enough the air does get cool enough at night but I can t imagine during the hot summer The window at our G1 room can t stay open on the bottom had to put a kettle to hold it open Stairs no elevator Our first night we stayed at LG that was only one floor down When we got moved to G floor supposedly the same floor as the reception room but you have to go down one floor go through the breakfast room n up one floor to get to our G room 
Hotel Cavendish, For brakfast to wait z15 minutes for seating The room below ground level wit bars at the window Shower nowhere you could Hold Yourself and very slippery Needs in many places to be renovated Very dangerous stairs to the room and breakfast room The price of Pound 275 for two nights by far too high Page of booking com Shows four stars should be maximum three Due to the bad information on your side it partly spoiled our holiday 
Hotel Cavendish, You pay a lot for a hostel because I can not consider that a hotel The room is very small old no really clean The waitress are not good never hello bye can I help you I am not saying that I need that they smile or be friendly but you are working with customers you have to have a different attitude They don t have a room where you can keep your luggages so if you arrive before 14 00 you have to leave them in the middle of the reception I am very disappointed with Hotel Cavendish 
Hotel Cavendish, Room was a bit small and could use some updated painting lampshades etc 
Hotel Cavendish, The room we were located in was next door to the breakfast room and so we had early wake ups everyday as the staff were setting up and from then on until breakfast had ended The breakfast room was small and couldn t always accommodate all those that were staying as it was always busy on one day us having to wait for an hour for a table to become available The room was also located near the staff entrance from the street and so again was always fairly noisy 
Hotel Cavendish, This was a typical budget hotel in London a little drearier and mustier in its furniture and decor than some of the other Gower Street hotels The windows wouldn t stay open so it was impossible to get fresh air and even when the temperature was pleasant outside it was sweltering and stuffy in the room The rooms are very tiny and cramped so if you need to spend any time in your room or hotel to work or attend to business this hotel is not a good choice There is no place to sit besides on the bed itself The poor water pressure was to be expected in a London hotel in this price range The breakfast is pretty standard except for the instant coffee which I found disappointing even in comparison to other hotels in this price range While the bathroom and washable bedding seemed clean the carpets and curtains and decorative pillows badly need to be freshened up I don t think they re dirty exactly but they smell musty and look very worn 
Hotel Cavendish, The rooms are very small which would be ok if there was a place to put the suit case under the bed for example Coffee from fresh beans was only available on certain mornings the other days it was instant coffee that was served with breakfast 
Hotel Cavendish, The room location on the ground floor my door opened onto the back garden i was woken up in the early hours most nights by numerous situations due to room location 
Hotel Cavendish, no problem to offer to client stinky and overheated room under the roof with some pipes problems with explanation due to weather conditions very unprofessional
Hotel Cavendish, The worst value for money I ve had in London There is no way it s worth 130 per night In terrible need of redecoration Had the smallest room I ve ever stayed in Will never stay here again Terrible 
Hotel Cavendish, No lift and we were on the 3rd floor No aircon so baking hot Decor very tired and some in poor condition Bathroom smelled musty Breakfast was rubbish everything microwaved Could not use garden as overgrown 
Hotel Cavendish, It suited us just fine
Hotel Cavendish, I liked nothing 
Hotel Cavendish, Double room was so small that we could not walk with our bags at the floor Room was dusty and breakfast was bad Very old building Photos posted do not represent reality 
Hotel Cavendish, Public liability insurance went out if date 2009 Room exceedingly small No glasses no drinking water no hairdryer Breakfast was rushed and staff were task orientated Asking us how we want our eggs cooked whilst we are still choosing cereals Breakfast was cheap ingredients and tepid Wardrobe full of dust Loose wires everywhere No one asked us if we enjoyed our stay when we checked out 
Hotel Cavendish, Breakfast was plain just adequate Most mornings serviced instant coffee and for over 120 UK pounds per night 
Hotel Cavendish, Extra sofa bed was very uncomfortable had to sleep on top of the duvet covered with sheets No possibility for an extra duvet Tights stairs and hallways but only annoying when carrying large bags Breakfast a bit boring small portions but you could get refills PS Short breakfast time 7 30 9 30 all days 
Hotel Cavendish, It was not the cleanest hotel I had hairs in the shower but it was great they cleaned my sheets and bathroom every day I also had no bin in my room which was not the best 
Hotel Cavendish, Cobwebs on the curtains and ceiling At 8am we were told the kitchen ran out of coffee at breakfast Other guests queried if it is possible to go buy some The staff ignored any voice of inconvenience People next door smoked Staff did not bother 
Hotel Cavendish, Not a 4 hotel Room was very adequate in need of refurbishment Room very hot and noisy as next to breakfast room Bathroom poor 
Hotel Cavendish, The room was tiny a cabin Booking com says it s a 4 star hotel but really it only deserves 2 5 stars No drinking glass soap dish or accessible mirror in the bathroom Poor shower Wifi mediocre No fridge Saw mice in the dining room one evening Poor management 
Hotel Cavendish, Bathroom was very poor with visible damages on the walls and equipment No stands for soap or shampoo no wentilation often lackin towels 
Hotel Cavendish,No Negative
Hotel Cavendish, Decor in hotel was tired Narrow staircase which could possibly prove difficult for older people Ceiling in bedroom obviously had problems with dampness Breakfast was disappointing Full English breakfast consisted of 1 egg 1 rasher of bacon 1 sausage baked beans and 1 small cooked tomato However there was a choice of cereals and fruit and also toast Staff pleasant 
Hotel Cavendish, Originally booked the cabin room then upgraded via you to a single room but on arrival told I had to have the cabin no upgrade from you he said Would not tell me if there was a single room available or not Spent dreadful sleepless night right up against a draughty old window with street noise etc so asked to be upgraded the next morning even to a double room told no upgrade from you but when I presented your print out was then moved later in the day to a single room which was fine and had secondary glazing re traffic noise Their www site which boasts a refurbishment is none sense a cushion and a useless short bed cover You really should consider de listing this place What use is a wardrobe with only one coat hanger ETC ETC ETC Its a tired distressed place in much need of the refurbishment they claim to have made Would have to think twice about using your site again sorry but just not good enough all round But they did not charge me for the upgrade on the second night Breakfast was good with a hardworking staff P S TV remote did not work on the second night
Hotel Cavendish, Our room was in the basement so wifi connection wasn t great There were bars on the windows which could be a fire hazard Breakfast was basic 
Hotel Cavendish, The size of the rooms is too small the bare wooden floors not welcoming the kettle in my room didn t quite work the breakfast staff wasn t particularly friendly 
Hotel Cavendish, Pathetically small room MICE not cleaned properly cracked sink poor shower noisy computer says no staff refused to refund even breakfast I wasn t going to eat there I have stayed in hundreds of hotels and this ranks as one of the worst anywhere in the world 
Hotel Cavendish, I booked a cabinn The room was very very small the windows was broken and room temperature was around 12 degrees The room was so small and dark that everything seemed dirty Cracks in the sealing with discoloring around them Bathroom floor was ice cold I booked it for two days left after one with no refund of the second day but would not stay there a day more for obvious reasons So Please think twice before booking a cabinn and don t do it if the quality of the room matters to you 
Hotel Cavendish, Nothing really The single room was very small but comfortable and ideal for what I needed There are no complaints at all 
Hotel Cavendish, Mice running around in pairs towards the dinning room When the staff were informed they seemed unbothered by the news and certainly didn t leap into action No refund for the breakfast which was included in the price despite protestations that I was certainly NOT going to vie with rodents for my breakfast Three blind mice has been playing in my head since my stay I never did find the third and I m not sure if I m glad about that or not The description kept stating it was in Camden I m not sure if this is a ploy to attract tourists but this place is nowhere near Camden town unless they moved the British Museum while I wasn t looking It is central London but that s about the only thing going for it imo 
Hotel Cavendish, The room was the smallest I have ever slept in There was no lift The room telephone did not work It took one and a half hours and 3 requests to receive 1 drinking glass for the bathroom It was cold in the night 
Hotel Cavendish,No Negative
Hotel Cavendish, unfortunately the bed was very uncomfortable the hotel is in much need of an overhaul and renovation The hall light shines into the bedrooms all through the night and the busy main road makes sleeping hard The outside noise isn t the hotels fault 
Hotel Cavendish, Room was cramped and sofa bed not good mold and missing tiles in bathroom and a half hour queue for toast cereals excepted so much more for the money paid
Hotel Cavendish, No noise isolation at all 
Hotel Cavendish, Room was dirty and extremly small Double bed means you can sleep with your partner only in 69 what we reported immediately after checking in they said the room will be changed to a bigger one in the morning but they didn t do it 
Hotel Cavendish, The room size would be better described as a large cupboard with the suitcases on the floor there was literally no access to the en suite
Hotel Cavendish, Bed was not even double size Mattress was with mountain in the middle we was sliding of it Water stains on the ceiling Shower head not fitting the handle Breakfast very poor We had view of a building site Stairs was so wonky we was afraid to step on it When my husband asks for water for the kettle he was sent to the kitchen with the finger point colect his on watter Very unpleasant experience
Hotel Cavendish, Worst hotel I have ever been The single room was so small that I could touch the walls with my open arms No forniture whatsoever no chair closet table In three days I was there the room was never tied up or cleaned towel never changed Breakfast was pretty bad just English breakfast and cereal with cold milk
Hotel Cavendish, Water pressure from taps was very low Wifi kept dropping off Basement room could hear water pipes draining from all floors above day and night 
Hotel Cavendish, With Shower head stuck up 2m high and no shower cups available it is impossible for a woman to have a shower Heating in the hotel was not working for 2 out our 4 nights
Hotel Cavendish, very uncomfortable room smallest I have ever been to Not clean the sheets were stained Room service did not clean the room Very cold the heater did not work at all Wifi was not available at all times I do not recommend Better conditions are offered in other hotels on the same street 
Hotel Cavendish,No Negative
Hotel Cavendish, The bed is a little narrow and next to the single glazed window in 110 so I was a bit chilly A spare blanket would have solved this 
Hotel Cavendish, Breakfast room was very small Had to queue and wait for tables Service was quick but didn t have time to finish cereal before main breakfast bought out Bed linen was clean but other furnishings such as ripped net curtains need replacing Sink blocked in bathroom 
Hotel Cavendish, Asked for quiet room when booking but were given a room immediately next to breakfast room Awoken at 6am to sound of clanking pots and plates Also no milk for morning tea in room Asked receptionist for some and was told there wasn t anything available Never stayed anywhere that didn t have pots of uht milk or even coffee mate for tea coffee in room Also breakfast had no orange juice available asked waitress 3 times but kept forgetting to bring it out Will not stay here again 
Hotel Cavendish, There were cobwebs on the ceiling and the net curtains were grey and stained with paint but apart from that the room and bathroom seemed clean Our bedroom was on the lower ground floor adjacent to the breakfast room and the window of our bedroom faced out towards the kitchen Essentially then our room was between the kitchen and the breakfast room Therefore we were woken at 5am by the sounds coming from the kitchen and breakfast room as the catering staff were preparing This was not the fault of the staff it was just due to where the room was located The stairs are winding and carpeted unevenly so climbing them felt a little unsafe 
Hotel Cavendish, Drafty sash windows Couldn t close bathroom door once inside due to lack of space but ok as it was a single room 
Hotel Cavendish, The cleaners the hotel was non existent the shower had mould and dirt all over the tiles when having a wash in the sink the water is not going down the hole and raw sewage was coming up from the pipes not nice dust and dirt all over
Hotel Cavendish, 7 30 start to breakfast too late when working in London Room tiny Couldn t even sit on toilet as wall in front No light switch near bed Room scruffy
Hotel Cavendish, Though the toilet shower was clean the tiles on the floor were damaged and loose Not good to walk on barefoot They could easily be repaired but looked to have been this way for quite sometime The additional single sofa bed made the room cramped when opened Could have done with a little more thought in the layout of furniture I was tempted to move things around myself The double bed was comfortable but my daughter had difficulty sleeping on the overly hard sofa bed 
Hotel Cavendish, Bathroom smelled of stale pipes
Hotel Cavendish, I had booked a cabin bedroom due to it being cheap The room was extremely small and as such felt like an in fill BUT this was what I had booked so if you want an inexpensive room clean and ensuite near major rail connections this was adequate The soundproofing from above however was poor and it was not a smart hotel 
Hotel Cavendish, Bed was too small room too small no chair to sit on shower leaked into bathroom floor as door didn t seal Basement room meAnt no view for the 3 days we were there
Hotel Cavendish, Breakfast worst i have ever had they didnt understand english we came 5mins before the closure and they didnt give us breakfast Noise in the room Fire Alarm early morning woke up us and we didnt get any compensation 
Hotel Cavendish, The room was tiny I had a single bed duvet on a double bed The water pressure volume flow was very little in the bathroom sink and shower No veggie English breakfast options No pastries for breakfast 
Hotel Cavendish, The whole section of the hotel we were in smelt of the bacon from breakfast permanently The ensuite had loose tiles on the floor the fan was so full of fluff it didn t work the shower was tiny We had to wait 20 minutes for a table for breakfast as there was no where near enough tables or staff 
Hotel Cavendish, Stale smell throughout property Very dated and tired throughout Dirty lack of cleanliness Tiny bathroom Toilet was in the way of standing at the basin Shower curtain as old as me Basin so small you couldn t fill the kettle under the taps Windows dirty and paint peeling off Lovely view of scaffolding outside the window to our room Went down for breakfast the first morning no seats available Were told we had to wait until somebody finished their breakfast before we could have ours A lady in the kitchen was plating up breakfast using her fingers Picking up sausages and bacon with her bare hands We did not have the breakfast on the sat or sun of our stay for obvious reasons When we asked to see the management we were told he only works mon fri 
Hotel Cavendish, Towels could do with being bigger and water in the room would be a good idea 
Hotel Cavendish, Wi fi was temperamental we just avoided it in the end and used our 4G Full English breakfast consisted of 1 bacon 1 sausage very good though 1 egg half a tomato and some beans Not quite full and not exactly hearty There was cereal and toast plenty to eat but if you are hoping for plenty of pastries or a full English you need to manage your expectations Still fabulous for the price given the location 
Hotel Cavendish, Ants in the room it had a door to the garden and I can only assume they were crawling in under it 
Hotel Cavendish, Room felt very dated and a bit old The sofa bed very very uncomfortable could do with a different matteress could feel springs Bathroom had mould on celing dirty in there 
Hotel Cavendish, See previous comment
Hotel Cavendish, Gower St can be noisy so possibly a problem if you have a room at the front of the hotel 
Hotel Cavendish, Outside Downstairs room looks up to pavement and out onto rotten boards and mop bucket was described double bed was 2 singles of different sizes pushed together kitchen other side of wall woken up during the night as staff had break and at 6 30 each morning room not well cleaned bed linen was clean Take care when using electrics as sockets are not in good condition 
Hotel Cavendish, Fewer stairs but not a problem
Hotel Cavendish, The room we stayed in was a family room however the extra bed was a very uncomfortable sofa bed which when it was pulled out left NO ROOM in the bedroom the shower was less than adequate and the bathroom could do with a deep clean the towels were not changed nor beds made for the two days we stayed there Our room was in the basement which looked out onto a rather dirty back yard this room should not be used for paying guests 
Hotel Cavendish, Dirty furnishings loose toilet seat very poor customer service the staff were terrible Breakfast room in the basement with not enough seating Would not recommend to anyone
Hotel Cavendish, Dim light in room drab worn out decor Very very noisy thin walls such that you can hear everything going on in rooms next door and in the corridor Stains on walls and carpets cleaning standards dubious Very small room All in all if you need somewhere to just crash for the night but can afford not to sleep very well as a result of the noise then it s ok I think if you don t have many expectations then you probably won t have any complaints but I think the hotel has been advertised as something that it isn t It s not a 3 or 4 star hotel as shown on some websites At best it s a 1 5 star guesthouse If that s made clear when advertising then it ll probably get better reviews I went in expecting something of slightly higher standard will make sure I do my research better next time 
Hotel Cavendish, The hotel is filthy the bedding absolutely stunk of cigarette smoke The windows are broken 72 steps down then back up again to breakfast Would not recommend or return 
Hotel Cavendish, This is NOT a 4 stars hotel please review your classification Wooden floor under carpet just a bit noisy No good sofa bed for third person but we found the way to sleep First time in my life I have to pay when checking in
Hotel Cavendish, 3rd floor room no lift stairs narrow and sloppy not at all advisable to customer with luggage These information should be clear before booking Non complimetary whater available we had to ask Bathroom noisy every time you open tap or flush water a pump starts with noisy Room too small Bagage needed to be piled up Third bed not ready we asked to prepare it with some disconfort room too narrow Garbage bin not empty from previous customer I would not recomed this hotel 
Hotel Cavendish, Sofa bed was uncomfortable 
Hotel Cavendish, The hotel was way to hot Made sleeping very difficult also there was an old smoke smell to the room We had a triple room and the fold out bed was very uncomfortable 
Hotel Cavendish, This was not a 4 hotel and we were put in a basement room right by the breakfast room It was therefore dark small very basic and noisy in the morning 
Hotel Cavendish, Breakfast was awful greasy undercooked and burnt How Really run down in d cor Fire alarm went off at 4 30am and no apology from staff and no visible marshalls Had to clean bathroom before use 
Hotel Cavendish, The rooms looked tired but clean During the night we could hear what sounded like a washing machine or water tank filling above us for most of the night 
Hotel Cavendish, The breakfast was a disappointment First morning we had to wait to get a table And in two days we never got the right things that we orderd One morning at 8 00 the beans was not ready the breakfast starts at 7 30 The other days we went out to eat our breakfast 
Hotel Cavendish, There was a fire alarm from 5 am to 7 am on two consecutive mornings No one checked whether I was alive or dead and when I asked to speak to a manager on checking out to sort out a refund I was told to be quiet by an insensitive and unprofessional young man whilst his colleague laughed and agreed with me that he was not in a position to tell me to be quiet 4 days later I have still heard nothing from them about any recompense and I am disgusted with their customer service 
Hotel Cavendish, Our room was roasting hot You couldn t turn the radiators down and it s noisy to open the window There were hairs in the bed Linen didn t appear very clean Bathroom smelt like a sewer Tv remote didn t work 
Hotel Cavendish, Room was cold as the windows are big but single glazed bed is right next to them and radiator is small and far from bed Bathroom needed some cleaning and shower isntt good 
Hotel Cavendish, Stayed here for 1 night away with work and moved rooms 3 times Tiny rooms unclean unhelpful staff and the much needed free Wi Fi kept cutting out Luckily only stayed 1 night couldn t wait to get out the next morning 
Hotel Cavendish, we booked Triple room but there are a big double bed and a sofa which is uncomfortable so much so we had to sleep all togather in double bed also hotel was crazy extremly hot 
Hotel Cavendish, The wifi was really slow didn t work properly The room was tiny but served my overnight business stay perfectly the bed would have been too small for a tall person 
Hotel Cavendish, The bathroom was disgusting and smelt of damp the door squeked and the floor tiles were cracked and harbouring all sorts of I don t know what 
Hotel Cavendish, If you are travelling alone the single rooms will fall short of your expectation The rooms are very small and claustrophobic Beds are pushed up against windows with terrible drafts I had to use my clothes to seal window and a suitcase to protect myself from draft Very uncomfortable When asked to change to another room the same situation 
Hotel Cavendish, Shower in cabin room tad small No soap holder Overall maybe a little updated decorating 
Hotel Cavendish, The cabin room truly was a cabin room Very comfortable but very small
Hotel Cavendish, Quite noisy people banging doors late at night Coffee tea etc not always replaced daily nor cup and saucer washed 
Hotel Cavendish, Breakfast was small and the waitress got our order wrong 
Hotel Cavendish, The kettle didn t work properly and the tea coffee facilities lacked milk Bed was a bit hard 
Hotel Cavendish, I was in a room at the front of the hotel which was a bit noisy cars from the main road but it s the heart of London so I can t say I was too surprised 
Hotel Cavendish, Room is very dated This is definaltly not a 4star hotel Although you simply sleep as you re out and about all day it would be nice if your room was clean and tidied I e Beds made bins emptied This does not happen 
Hotel Cavendish, I can t really fault anything though a cup of Earl Grey would have earned an extra point for breakfast 
Hotel Cavendish, The late shift guys at the desk had no clue about anything Could not even show me how to operate the safe in my room as there were no instructions 
Hotel Cavendish, The shower has some grime in it however I could still wash 
Hotel Cavendish, The hair in the tea cup wasn t pleasant The shower had practically no water pressure
Hotel Cavendish, The cleaning in the shower room was disgusting The windows in the room are single glass so you eart the noise outside 
Hotel Cavendish, I can t think of anything that could improve For the price you pay I think it is a very good deal
Hotel Cavendish, I was under the impression that this was a 4 hotel as this is how it appeared on the site It is not I could have booked another hotel which would have suited us better with very little extra outlay The pictures are deceiving to say the least 
Hotel Cavendish, When we arrived and got our room it was a big chunk of hair in the shower I went to the reception and told them this and they said they would arrange it It was in the shower during out whole stay Room wasnt very clean either and we found hair basicly everywhere They could use a vacuumcleaner During our stay they only cleaned the room once Wifi really bad to Sometimes it worked and sometimes not and when it worked it was very slow 
Hotel Cavendish, It is listed as a 4 star hotel which it isn t There is no lift which isn t mention and there is noone to help drag the cases up one or two flights of stairs Bathroom facilities ridiculous room small and squashed
Hotel Cavendish, The double bed it was really really tiny for a couple The blanket almost cover us The small was really small The pictures don t reflect reality Bit dissapointed with the room for a 85 room I was expecting a much better quality 
Hotel Cavendish, Breakfast room not big enough to cater for all quests so had to share a table 
Hotel Cavendish, No lift And no lactose free milk for lactose infolerant people 
Hotel Cavendish, Everything check out the photos 
Hotel Cavendish, Rooms a bit small and only showers no bath
Hotel Cavendish, Avoid front rooms due to noise on Gower street WiFi stopped working 
Hotel Cavendish, It looked like there was no hot water in the shower when I arrived day time Single room was tiny I couldn t open my suitcase properly It was quite cold in the room due to the windows being badly sealed radiators were quite warm there was a lot of dust under the furniture
Hotel Cavendish, There was a water tank above our bedroom LG4 which had running water all night long It only stopped every so often as it seemed to be emptying and refilling As soon as the water was being used in the morning it stopped running the water It did keep us awake quite a bit 
